#(1+z) Log10(Halo Mass) Log10(<SFR>) Log10(Median SM)
#Units are Msun, Msun/yr, and Msun, respectively.
1.000000 9.000000 -4.109195 5.841552
1.016249 9.000000 -4.041178 5.842527
1.032761 9.000000 -3.969078 5.843247
1.049542 9.000000 -3.910695 5.843692
1.066596 9.000000 -3.862484 5.843835
1.083927 9.000000 -3.823168 5.843649
1.101539 9.000000 -3.789299 5.843096
1.119438 9.000000 -3.759242 5.842162
1.137627 9.000000 -3.732249 5.840821
1.156112 9.000000 -3.708302 5.839025
1.174898 9.000000 -3.686069 5.836770
1.193988 9.000000 -3.665236 5.834022
1.213389 9.000000 -3.645795 5.830748
1.233105 9.000000 -3.627642 5.826946
1.253141 9.000000 -3.609751 5.822560
1.273503 9.000000 -3.592537 5.817608
1.294196 9.000000 -3.577203 5.812030
1.315225 9.000000 -3.562687 5.805847
1.336596 9.000000 -3.548391 5.799015
1.358314 9.000000 -3.534727 5.791535
1.380384 9.000000 -3.522012 5.783406
1.402814 9.000000 -3.510818 5.774583
1.425608 9.000000 -3.500479 5.765096
1.448772 9.000000 -3.491034 5.754939
1.472312 9.000000 -3.482138 5.744083
1.496236 9.000000 -3.474120 5.732547
1.520548 9.000000 -3.467132 5.720339
1.545254 9.000000 -3.461168 5.707464
1.570363 9.000000 -3.456224 5.693929
1.595879 9.000000 -3.452280 5.679744
1.621810 9.000000 -3.449353 5.664916
1.648162 9.000000 -3.447392 5.649462
1.674943 9.000000 -3.446371 5.633408
1.702158 9.000000 -3.446282 5.616771
1.729816 9.000000 -3.447111 5.599575
1.757923 9.000000 -3.448834 5.581833
1.786488 9.000000 -3.451435 5.563580
1.815516 9.000000 -3.454880 5.544845
1.845015 9.000000 -3.459157 5.525660
1.874994 9.000000 -3.464242 5.506057
1.905461 9.000000 -3.470114 5.486070
1.936422 9.000000 -3.476702 5.465706
1.967886 9.000000 -3.483933 5.445026
1.999862 9.000000 -3.491771 5.424068
2.032357 9.000000 -3.500336 5.402850
2.065380 9.000000 -3.509555 5.381419
2.098940 9.000000 -3.519273 5.359818
2.133045 9.000000 -3.529309 5.338068
2.167704 9.000000 -3.539375 5.316224
2.202926 9.000000 -3.550190 5.294312
2.238721 9.000000 -3.561410 5.272375
2.275097 9.000000 -3.573035 5.250452
2.312065 9.000000 -3.584976 5.228575
2.349633 9.000000 -3.597432 5.206787
2.387811 9.000000 -3.609845 5.185122
2.426610 9.000000 -3.622231 5.163605
2.466039 9.000000 -3.635248 5.142293
2.506109 9.000000 -3.647885 5.121210
2.546830 9.000000 -3.660473 5.100376
2.588213 9.000000 -3.673807 5.079821
2.630268 9.000000 -3.685748 5.059614
2.673006 9.000000 -3.698837 5.039763
2.716439 9.000000 -3.711092 5.020288
2.760578 9.000000 -3.723048 5.001215
2.805434 9.000000 -3.735533 4.982573
2.851018 9.000000 -3.746444 4.964388
2.897343 9.000000 -3.758713 4.946688
2.944421 9.000000 -3.768930 4.929496
2.992265 9.000000 -3.780228 4.912834
3.040885 9.000000 -3.790143 4.896724
3.090295 9.000000 -3.799852 4.881185
3.140509 9.000000 -3.809628 4.866233
3.191538 9.000000 -3.817586 4.851884
3.243397 9.000000 -3.826738 4.838148
3.296098 9.000000 -3.833709 4.825033
3.349655 9.000000 -3.839977 4.812544
3.404083 9.000000 -3.848008 4.800683
3.459395 9.000000 -3.851328 4.789444
3.515606 9.000000 -3.857571 4.779022
3.572730 9.000000 -3.862152 4.769258
3.630783 9.000000 -3.864975 4.760131
3.689779 9.000000 -3.867127 4.751623
